2016-05-01 00:00:00,402,40.24124633284233
2016-05-01 00:00:00,302,51.08376143368207
2016-05-01 00:00:00,502,51.50807708800511
2016-05-01 00:00:00,202,26.442092072592516
2016-05-01 00:00:00,102,24.27767442623807
2016-05-01 00:00:03,402,35.22657522110923
2016-05-01 00:00:03,302,56.08851391067101
2016-05-01 00:00:03,502,42.39221487214809
2016-05-01 00:00:03,202,82.2384906590632
2016-05-01 00:00:03,102,40.03573952631447
2016-05-01 00:00:06,402,38.955269871623145
2016-05-01 00:00:06,302,37.38907115047226
2016-05-01 00:00:06,502,71.03188100870085
2016-05-01 00:00:06,202,16.818454289765356
2016-05-01 00:00:06,102,37.35369585656586
2016-05-01 00:00:09,402,45.65170558021202
2016-05-01 00:00:09,302,47.76306669760028
2016-05-01 00:00:09,502,40.282777146502674
2016-05-01 00:00:09,202,15.242763006425935
2016-05-01 00:00:09,102,50.38598487667835
2016-05-01 00:00:12,402,43.79759271802886
2016-05-01 00:00:12,302,27.021247587929256
2016-05-01 00:00:12,502,42.61359021469034
2016-05-01 00:00:12,202,30.09755878623762
2016-05-01 00:00:12,102,46.59251109478864
2016-05-01 00:00:15,402,54.24799617996761
2016-05-01 00:00:15,302,35.99437013337029
2016-05-01 00:00:15,502,41.709675274721484
2016-05-01 00:00:15,202,88.94217262895926
2016-05-01 00:00:15,102,50.98031446437625
2016-05-01 00:00:18,402,53.45024095292959
2016-05-01 00:00:18,302,36.65770743531105
2016-05-01 00:00:18,502,52.87218835650472
2016-05-01 00:00:18,202,34.2898207670477
2016-05-01 00:00:18,102,50.55716670302533
2016-05-01 00:00:21,402,47.69269609860813
2016-05-01 00:00:21,302,51.90806193371806
2016-05-01 00:00:21,502,38.173920463696184
2016-05-01 00:00:21,202,86.90394828629366
2016-05-01 00:00:21,102,11.504147256092462
2016-05-01 00:00:24,402,50.77635716943261
2016-05-01 00:00:24,302,41.843649426255716
2016-05-01 00:00:24,502,44.88575561835924
2016-05-01 00:00:24,202,19.750243794278454
